	City	Price	State	Title	Url	Condition	Cylinders	Description	Drive	Fuel	Make_Model	Num_Image	Odometer	Paint_Color	Size	Time	Title_Status	Transmission	VIN	Year
1010	NMs	28000	N/A	2003 f550 wrecker	https://northmiss.craigslist.org/cto/d/2003-f550-wrecker/6462356199.html	 excellent	 8 cylinders	This is a 2003 Ford f550 extended cab wrecker. Used for repossessions only. It has a JerrDan 2006 bed with two wenches. Boom and wheel lift. Comes with the motorcycle hauling attachment as well as a receiver hitch attachment. New front tires. Purchased in 2007. We have the service records from then. Everything is working on this truck. Injectors changed and egr delete done. 6.0 engine. Automatic transmission. Bed control in cab also. Message me for other details or questions.	 rwd	 diesel	ford f550	20.0	400000.0	 white	 full-size	2018-01-16  6:50pm	 clean	 automatic		2003.0
1011	Memphis	2950	N/A	2001 chevy suburban xl	https://northmiss.craigslist.org/cto/d/2001-chevy-suburban-xl/6439933891.html	 good	 8 cylinders	Runs and drive great no mechanical problems at all cold ac hot heat good tires nice body 3rd seat call  show contact info	 rwd	 gas	chevy	7.0	160000.0	 white	 full-size	2017-12-27  7:15pm	 clean	 automatic		2001.0
1012	Memphis	5800	Tn	Sell/Trade for Classic/Antq vehicle, Jeep, 4X4 P.U. or ???	https://northmiss.craigslist.org/cto/d/sell-trade-for-classic-antq/6465357470.html	 good	 8 cylinders	"Recently took this in on trade, previous owner had to apply for a new title (WILL POST WHEN RECEIVED)- mean while, just seeing what may be out there of interest:Non-smoked in, 1995 Ford E350, 26' motor home, 460 engine, excellent mechanical condition, only 27,000 original miles. Road worthy--was driven from McHenry, MS, to Memphis (over 6 hour trip) with no problems. Heat, cab air, roof air are all in good working order, 4000 watt generator that I have not checked out yet (needs battery), plumbing and appliances seem to be ok. Cabinets, furniture,floor. and full size bed in rear are good.Bad: Outside awning is trash. It has had a roof leak in front bunk area (repairs started). Needs front bunk repairs (see pics). The rest of the motor home is in excellent condition for its age.$5,800 FIRM, Cash, ""As Is"" or trade for ??? NO motorcycles, weapons, or jewelry.PLEASE SEND TRADE PICS TO THIS POSTING.NO, I CAN NOT DELIVER.Trade likes: Jeep Wrangler hardtop (no older than mine), Classic and Antique vehicles, tow-truck with wheel lift.Due to no tags and no insurance, please do not ask to drive on street and I will not ask to drive yours.Will not be shown in extremely cold or bad weather.Serious inquiries only--no time for ""low ballers"" or ""tire kickers"". Posting will be removed when no longer available."	 rwd	 gas	Ford e 350 motorhome	18.0	27000.0	 white	 full-size	2018-01-19 11:18am	 clean	 automatic		1995.0
1013	N/A	6985	N/A	2006 Mercury Grand Marquis - LOW mileage - Leather	https://northmiss.craigslist.org/cto/d/2006-mercury-grand-marquis/6473431965.html		 8 cylinders	2006 Mercury Grand Marquis - Top of the line LS model with Leather interior, Factory Aluminum Alloy wheels, Dual 8-way power seats, Power lumbar support, Remote entry, automatic headlights. This car has had all scheduled maintenance and is very safe and reliable.  New set of tires.- Non smoking, Senior owned and garage kept. Serious inquiries only, please. Color is Tungsten Silver Metallic. 72K original miles.		 gas	Mercury Marquis LS	6.0	72500.0			2018-01-26  8:47am	 clean	 automatic		2006.0
1014	N/A	2099	N/A	No Accidents and No Damages on 2005 Chevrolet Tahoe with Low Miles	https://northmiss.craigslist.org/cto/d/no-accidents-and-no-damages/6473319782.html			red tooth, traction control, MP3 player,side air-bags, roof rack, tinted glass, AC,		 gas	Chevrolet Tahoe	1.0				2018-01-26  6:16am	 clean	 automatic		2005.0
1015	N/A	1527	N/A	Original Owner Offering a Like New '07 Acura Tl	https://northmiss.craigslist.org/cto/d/original-owner-offering-like/6473314596.html			My 2007 Acura is an excellent four-door sedan in beautiful white! The 3.2 L 3.2 L V6L 3.2 L V6 3.2 L V6 VTEC engine will get you around town with plenty of hauling power and you'll score near 26mpg on the open road.		 gas	Acura TL	1.0				2018-01-26  6:02am	 clean	 automatic		2007.0
1016	GLEN	11500	N/A	2000 Ford Excursion 7.3l Diesel	https://northmiss.craigslist.org/cto/d/2000-ford-excursion-73l-diesel/6442063065.html			2000 Excursion Limited 4x4 with 7.3l powerstroke diesel. Motor was just replaced at 407,000 with 135,000 mile motor. Trans was rebuilt at 269,000 miles. Have receipts for all work done. Cold front and rear air and hot heat. 35-12.5x20 Toyo A/T tires in good shape. Has 3 row benches and seats 9. Runs excellent. You won't find a nicer one with a 7.3l. Would possibly trade for a z71 or 4x4 tahoe/yukon with boot on your end.Do not need help selling.F250, powerstroke, z71, Ford, Chevy, dodge, Cummins, tahoe, duramax		 diesel	Ford Excursion	3.0	414000.0	 black		2017-12-29  4:30pm	 clean	 automatic		2000.0
1017	Northeast	4500	Ms	95 Chevy Impala	https://northmiss.craigslist.org/cto/d/95-chevy-impala/6473287512.html			Many new upgrades interested call or text  show contact info		 gas	chevrolet impala	1.0				2018-01-26  4:11am	 rebuilt	 automatic		1995.0
1018	Desoto	30000	N/A	2014 GMC Z71	https://northmiss.craigslist.org/cto/d/2014-gmc-z71/6473287042.html	 excellent	 8 cylinders	"2014 GMC Z71Automatic 35"" tiresTowing package Power windows Power door locksEverything works as it shouldNEVER Been off roadNON SMOKER I do not need help selling Txt only NO EMAILS!!!901-485 9 five 7 five"	 4wd	 gas	GMC	3.0	56500.0	 white		2018-01-26  4:08am	 lien	 automatic		2014.0
1019	Desoto	21500	N/A	2009 JEEP Sahara 21,224 miles	https://northmiss.craigslist.org/cto/d/2009-jeep-saharamiles/6473285980.html	 good	 6 cylinders	"2009 JEEP Wrangler Sahara Automatic Lift kit 35"" tiresTowing package Power windows Power door locksEverything works as it shouldNEVER Been off roadTITLE IN HAND NON SMOKER I do not need help selling Txt only NO EMAILS!!!901-485 9 five 7 five"	 4wd	 gas	JEEP Wrangler Sahara	4.0	21224.0	 silver		2018-01-26  4:02am	 clean	 automatic		2009.0
1020	N/A	3000	N/A	06 impala SS	https://northmiss.craigslist.org/cto/d/06-impala-ss/6473277293.html			Impala SS,runs good cold a/c hot heat ,no problems ..156k Miles TITLE IN HAND ..call or text  show contact info		 gas	chevrolet impala ss	3.0				2018-01-26  3:12am	 clean	 automatic		2006.0
1021	Starkville	2000	N/A	FORD EDGE SEL - CLEAN TITLE	https://northmiss.craigslist.org/cto/d/ford-edge-sel-clean-title/6459905126.html	 excellent	 6 cylinders	14dr Limited AWD SUV Automatic Gasoline V6 CylPANORAMIC ROOF!		 gas	edge ford	3.0				2018-01-14  7:28pm	 clean	 automatic		2010.0
1022	Iuka	12500	N/A	2005 Jeep Wrangler	https://northmiss.craigslist.org/cto/d/2005-jeep-wrangler/6473223769.html	 good	 6 cylinders	2005 JEEP WRANGLER~2 DOOR~4 WHEEL DRIVE~ AUTOMATIC TRANSMISSION~6 CYL~HEAT~AIR~CD PLAYERTHIS JEEP HAS NEVER BEEN WRECKED OR OFF ROAD!! DAILY DRIVER. MILEAGE IS 116117.JEEPS LIKE THIS ARE HARD TO FIND AND WON'T BE AVAILABLE LONG.FOR MORE INFORMATION CALL  show contact infoNO TEXT MESSAGES WILL GET A REPLY AND I DO NOT NEED HELP SELLING!IF NO ANSWER~~~~LEAVE A MESSAGE AND I WILL GET BACK WITH YOU.	 4wd	 gas	jeep wrangler	6.0	116117.0	 grey		2018-01-25 11:46pm	 clean	 automatic		2005.0
1023	Tupelo	6999	N/A	02 chevy avalanche	https://northmiss.craigslist.org/ctd/d/02-chevy-avalanche/6473196317.html	 good		Chevy avalanche green with cloth seats flowmasters 160k miles runs and drives great new rims and tires 6999 financing available Dixie  auto sales 662346608three 662313504two 662844919one officeThanks call today		 gas	chevy avalanche	17.0	160000.0			2018-01-25 10:46pm	 clean	 automatic		2002.0
1024	Tupelo	4999	N/A	03 gmc yukon xL 4999	https://northmiss.craigslist.org/ctd/d/03-gmc-yukon-xl-4999/6473187280.html	 good		03 gmc yukon XL leather sunroof 178k miles runs and drives great 4999 or best offer financing available other vehicles are available662313504two 662346608three Office: 662844919one *****Yes 3rd row************Dixie auto sales Call today		 gas	gmc 1500 yukon denali xl	14.0	178000.0			2018-01-25 10:29pm	 clean	 automatic		2003.0
1025	Nettleton	3100	N/A	Mini Truck	https://northmiss.craigslist.org/cto/d/mini-truck/6473138078.html															
1026	N/A	9900	N/A	07 fj cruiser	https://northmiss.craigslist.org/cto/d/07-fj-cruiser/6454595586.html		 6 cylinders	Nice fj, clean, minor scratches, interior nice, auto, 2wd, tires good, 4.0. 195k mi,  No leaks, Touchscreen radio,   If interested call don  show contact info		 gas	toyota fj cruiser	4.0				2018-01-10 10:26am	 clean	 automatic		2007.0
1027	Charleston	3200	N/A	Toyota 4x4 pickup	https://northmiss.craigslist.org/cto/d/toyota-4x4-pickup/6473131169.html	 fair		1990 Toyota great little truck everything works but the AC and parking brake. Runs and drives great. I've done a lot of maintenance to it and it's great on gas. $3,200.		 gas	toyota tacoma	15.0	236000.0			2018-01-25  9:00pm	 clean	 manual		1990.0
1028	Columbus	700	N/A	1996 Honda Accord	https://northmiss.craigslist.org/cto/d/1996-honda-accord/6462121661.html	 fair	 4 cylinders	1996 Honda Accord for sale...198k on it...put another radiator & thermostat in it...tires ok...has heat & ac...only thing wrong with it is that it needs a windshield, brakes need work, and the timing belt has broken on it..so I lost interest in working on it because I work all the time & never have time..asking $700 obo.. so if interested, contact  show contact info		 gas	honda accord	2.0	198000.0			2018-01-16  3:21pm	 clean	 automatic		1996.0
1029	N/A	500	N/A	83 f150, 300 6cly	https://northmiss.craigslist.org/cto/d/83-fcly/6473111675.html			Good work truck. 83 F150 300 6cly/ 4sp on floor.  I another truck and dont need this one. 500$Please txt or call  show contact info		 gas	F150 6cly	4.0				2018-01-25  8:33pm	 clean	 manual		1983.0
1030	New Albany	1400	MS	72 chevy dump truck	https://northmiss.craigslist.org/cto/d/72-chevy-dump-truck/6473067859.html	 good	 8 cylinders	72 chevy dump truck 350 v8 ps 4 spd. 2 sp rear but needs vacuum booster to work. in low side now.  runs great but has lots of rust    Was using to haul off wood scrap.   show contact info		 gas	chevrolet	1.0				2018-01-25  7:40pm	 clean	 manual		1972.0
1031	Blue	4000	Mountain	1998 GMC 4x4 Extended Cab	https://northmiss.craigslist.org/cto/d/1998-gmc-4x4-extended-cab/6473036754.html	 good	 8 cylinders	Very good mechanically,  not a new truck but a fairly decent body, no rust, Rebuilt Ms Title, The truck was totaled due to year model, but damage was minimal , main places were both passenger side doors and front of passenger side bed, according to previous owner. Cluster has been changed so really don't know correct mileage. It is showing 238,xxx. Windshield is cracked but not in drivers view. Tires might have 30% tread left, the black center wheels are not on the truck now, runs good, good oil pressure, 4x4 is as good as new, i think its a very good truck. If interested in trying to buy, please dont make low ball offers, serious offers will be considered. If interested,  text or call me @  show contact info,	 4wd	 gas	gmc 1500	22.0	238900.0	 white	 full-size	2018-01-25  7:05pm	 rebuilt	 automatic		1998.0
1032	Sturgis	35000	ms	Jeep Wrangler	https://northmiss.craigslist.org/cto/d/jeep-wrangler/6473032211.html			2013 Jeep Wrangler Sahara with a few upgradesAutomatic34,500 Miles  4in rough country lift35x12.50x22 gladiator mts22x12 xd surge wheelsCouple light barsAftermarket front and back bumpers  hidprojectors with halos WiFi connected Summer doors Have some aftermarket fenders still in box K an N air filter 4.11 gears front and back Text 662769three8five0		 gas	jeep wrangler sahara	3.0	35000.0			2018-01-25  7:00pm	 clean	 automatic		2013.0
1033	Pontotoc	36000	MS	Ram 3500	https://northmiss.craigslist.org/cto/d/ram-3500/6473004234.html	 excellent		1 owner. Super clean interior. Gooseneck and 5th wheel hookups. Tires need rotation	 rwd	 diesel	Ram 3500 crew cab slt	2.0	36000.0	 white	 full-size	2018-01-25  6:31pm	 lien	 automatic		2016.0
1034	Slayden	19995	MS	2008 Dodge Ram 1500 Laramie Mega Cab 4WD	https://northmiss.craigslist.org/ctd/d/2008-dodge-ram-1500-laramie/6472977064.html	 good	 8 cylinders	2008 Dodge Ram 1500 Laramie Mega Cab 4WD - $19,995Year: 2008Make:DodgeModel:Ram 1500Trim:Laramie Mega Cab 4WDMileage:132,763Stock #:3D7KS19D78G180301VIN:3D7KS19D78G180301Trans:AutomaticColor:RedVehicle Type:TruckState:MiDrive Train:4WDEngine:5.7L V8 OHV 16VNotes1-owner, clean Autocheck! Sharp 2008 Dodge Ram 1500 Megacab Laramie 4x4!! Options include heated seats, leather interior, power seats, 5.7L Hemi, automatic, woodgrain trim, adjustable pedals, power sliding rear window, alloy wheels, nerf bars, new tires, and towing package! Excellent shape inside and out!!Ã‚Â Call the office at 662-252-3800.Ã‚Â Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlloy WheelsBucket SeatsCargo Area TiedownsCDChild Safety Door LocksChrome WheelsCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Interior Rearview MirrorFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorHeated SeatsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsSliding Rear Pickup Truck WindowSteering Wheel Mounted ControlsTachometerTilt WheelTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTrip ComputerWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: N4SEDVADYJID: 10525685	 4wd	 gas	Dodge Ram 1500	18.0	132763.0	 red	 full-size	2018-01-25  6:03pm	 clean	 automatic	 3D7KS19D78G180301	2008.0
1035	Slayden	11995	MS	2005 Chevrolet Tahoe 4WD	https://northmiss.craigslist.org/ctd/d/2005-chevrolet-tahoe-4wd/6472977050.html	 good	 8 cylinders	2005 Chevrolet Tahoe 4WD - $11,995Year: 2005Make:ChevroletModel:TahoeTrim:4WDMileage:112,007Stock #:1GNEK13T65J132488VIN:1GNEK13T65J132488Trans:AutomaticColor:MaroonVehicle Type:SUVState:MiDrive Train:4WDEngine:5.3L V8 OHV 16VNotesSuper sharp 2005 Chevy Tahoe LT 4x4!! Options include 5.3L V8, automatic, tan leather interior, power seats, front bucket seats, rear bench seat, third row removable seats, rear entertainment DVD, alloy wheels, and towing package! Very well cared for with low miles!Ã‚Â 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsBucket SeatsCargo Area TiedownsCDChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLuggage RackOwners ManualPassenger AirbagPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRear WiperRunning BoardsSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsTachometerThird Row SeatTilt WheelTinted WindowsTire Pressure MonitorTow PackageTV/DVDOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: N4SEDVADYJID: 10488049	 4wd	 gas	Chevrolet Tahoe	19.0	112007.0	 custom	 full-size	2018-01-25  6:03pm	 clean	 automatic	 1GNEK13T65J132488	2005.0
